rows,accuracy,precision,recall,f1,FPR,FNR,TPR,TNR,Dialect
135,0.42962962962962964,0.07228915662650602,1.0,0.1348314606741573,0.5968992248062015,0.0,1.0,0.40310077519379844,high_aae
2816,0.6420454545454546,0.09597806215722121,0.8467741935483871,0.1724137931034483,0.3673848439821694,0.1532258064516129,0.8467741935483871,0.6326151560178306,middle
766,0.7519582245430809,0.2754237288135593,0.7738095238095238,0.40625,0.250733137829912,0.2261904761904762,0.7738095238095238,0.749266862170088,low_aae
