rows,accuracy,precision,recall,f1,FPR,FNR,TPR,TNR,Dialect
131,0.09923664122137404,0.03278688524590164,1.0,0.06349206349206349,0.9291338582677166,0.0,1.0,0.07086614173228346,high_aae
2761,0.18073161897863094,0.04530059271803556,0.9385964912280702,0.0864297253634895,0.8519078201737816,0.06140350877192982,0.9385964912280702,0.14809217982621836,middle
747,0.5609103078982597,0.1848101265822785,0.9240506329113924,0.3080168776371308,0.4820359281437126,0.0759493670886076,0.9240506329113924,0.5179640718562875,low_aae
