rows,accuracy,precision,recall,f1,FPR,FNR,TPR,TNR,Dialect
126,0.48412698412698413,0.07142857142857142,1.0,0.13333333333333333,0.5371900826446281,0.0,1.0,0.4628099173553719,high_aae
2722,0.5536370315944159,0.07963246554364471,0.8888888888888888,0.14617006324666199,0.4614203454894434,0.1111111111111111,0.8888888888888888,0.5385796545105567,middle
759,0.7259552042160737,0.2631578947368421,0.8536585365853658,0.40229885057471265,0.2895125553914328,0.14634146341463414,0.8536585365853658,0.7104874446085672,low_aae
